OrderID,Date,Customer,Product,Quantity,Price,Total_Sales
71,2023-01-02,Digital Solutions,Product C - Tablets,2,684.82,1369.64
72,2023-01-02,Prime Technology,Product B - Smartphones,1,744.31,744.31
73,2023-01-02,Innovation Hub,Product B - Smartphones,6,847.63,5085.78
74,2023-01-02,TechCorp Inc,Product G - Mice,9,60.02,540.18
75,2023-01-03,Global Solutions Ltd,Product B - Smartphones,6,757.68,4546.08
76,2023-01-03,Modern Tech Co,Product E - Monitors,2,530.42,1060.84
77,2023-01-03,TechCorp Inc,Product E - Monitors,2,491.72,983.44
78,2023-01-03,Smart Enterprises,Product C - Tablets,20,370.36,7407.2
79,2023-01-03,TechCorp Inc,Product A - Laptops,7,1024.83,7173.81
80,2023-01-03,Tech Pioneers,Product H - Speakers,2,363.94,727.88
81,2023-01-03,Innovation Hub,Product G - Mice,3,128.09,384.27
82,2023-01-03,Elite Electronics,Product A - Laptops,3,848.5,2545.5
83,2023-01-03,Prime Technology,Product H - Speakers,2,215.84,431.68
84,2023-01-03,Prime Technology,Product D - Headphones,4,120.6,482.4
85,2023-01-03,Elite Electronics,Product G - Mice,3,104.44,313.32
86,2023-01-03,Global Solutions Ltd,Product H - Speakers,3,155.17,465.51
87,2023-01-03,Smart Enterprises,Product C - Tablets,3,487.9,1463.7
88,2023-01-03,Future Systems,Product A - Laptops,2,1135.69,2271.38
89,2023-01-03,Modern Tech Co,Product B - Smartphones,1,883.89,883.89
90,2023-01-03,TechCorp Inc,Product G - Mice,6,109.37,656.22
91,2023-01-03,Global Solutions Ltd,Product G - Mice,7,108.75,761.25
92,2023-01-03,Modern Tech Co,Product H - Speakers,10,232.79,2327.9
93,2023-01-03,Elite Electronics,Product A - Laptops,1,1177.21,1177.21
94,2023-01-03,TechCorp Inc,Product C - Tablets,1,346.96,346.96
95,2023-01-03,Global Solutions Ltd,Product E - Monitors,3,675.13,2025.39
96,2023-01-03,Digital Dynamics,Product F - Keyboards,16,157.58,2521.28
97,2023-01-03,Smart Enterprises,Product F - Keyboards,5,125.96,629.8
98,2023-01-03,TechCorp Inc,Product B - Smartphones,1,713.56,713.56
99,2023-01-03,Digital Dynamics,Product F - Keyboards,2,296.09,592.18
100,2023-01-03,Modern Tech Co,Product C - Tablets,7,779.39,5455.73
101,2023-01-03,Digital Dynamics,Product H - Speakers,4,355.15,1420.6
102,2023-01-03,Prime Technology,Product G - Mice,1,120.53,120.53
103,2023-01-03,Digital Solutions,Product G - Mice,9,38.28,344.52
104,2023-01-03,Future Systems,Product H - Speakers,4,243.75,975.0
105,2023-01-03,Future Systems,Product E - Monitors,3,647.38,1942.14
106,2023-01-03,Modern Tech Co,Product A - Laptops,6,949.15,5694.9
107,2023-01-03,TechCorp Inc,Product G - Mice,10,103.68,1036.8
108,2023-01-03,Innovation Hub,Product H - Speakers,13,245.69,3193.97
109,2023-01-03,Digital Dynamics,Product H - Speakers,9,113.43,1020.87
110,2023-01-03,Elite Electronics,Product F - Keyboards,1,305.18,305.18
111,2023-01-03,Smart Enterprises,Product B - Smartphones,3,658.98,1976.94
112,2023-01-03,TechCorp Inc,Product F - Keyboards,2,204.77,409.54
113,2023-01-03,Future Systems,Product G - Mice,14,31.06,434.84
114,2023-01-04,TechCorp Inc,Product F - Keyboards,1,184.76,184.76
115,2023-01-04,Tech Pioneers,Product B - Smartphones,2,639.88,1279.76
116,2023-01-04,Quantum Tech,Product B - Smartphones,7,722.87,5060.09
117,2023-01-04,Innovation Hub,Product G - Mice,3,106.65,319.95
118,2023-01-04,Innovation Hub,Product E - Monitors,4,685.3,2741.2
119,2023-01-04,Global Solutions Ltd,Product B - Smartphones,3,759.1,2277.3
120,2023-01-04,Smart Enterprises,Product C - Tablets,9,739.66,6656.94
121,2023-01-04,Innovation Hub,Product D - Headphones,10,107.64,1076.4
122,2023-01-04,Modern Tech Co,Product A - Laptops,2,917.41,1834.82
123,2023-01-04,Elite Electronics,Product C - Tablets,2,418.05,836.1
124,2023-01-04,Digital Solutions,Product A - Laptops,7,1008.07,7056.49
125,2023-01-04,Elite Electronics,Product C - Tablets,6,407.46,2444.76
126,2023-01-04,Global Solutions Ltd,Product H - Speakers,7,236.55,1655.85
127,2023-01-04,Tech Pioneers,Product E - Monitors,8,476.84,3814.72
128,2023-01-04,Global Solutions Ltd,Product A - Laptops,6,922.9,5537.4
129,2023-01-04,Digital Dynamics,Product B - Smartphones,4,820.99,3283.96
130,2023-01-04,TechCorp Inc,Product H - Speakers,3,395.97,1187.91
131,2023-01-04,TechCorp Inc,Product E - Monitors,1,481.69,481.69
132,2023-01-04,Innovation Hub,Product H - Speakers,5,379.13,1895.65
133,2023-01-04,Elite Electronics,Product G - Mice,1,95.03,95.03
134,2023-01-04,Digital Dynamics,Product F - Keyboards,5,255.79,1278.95
135,2023-01-04,Future Systems,Product F - Keyboards,1,103.9,103.9
136,2023-01-04,Global Solutions Ltd,Product B - Smartphones,2,893.38,1786.76
137,2023-01-04,Innovation Hub,Product B - Smartphones,1,659.29,659.29
138,2023-01-04,Digital Dynamics,Product D - Headphones,13,193.09,2510.17
139,2023-01-04,Tech Pioneers,Product B - Smartphones,3,648.67,1946.01
140,2023-01-04,Digital Dynamics,Product C - Tablets,6,309.44,1856.64
141,2023-01-04,Quantum Tech,Product B - Smartphones,2,678.69,1357.38
142,2023-01-04,Future Systems,Product A - Laptops,1,1011.06,1011.06
143,2023-01-04,TechCorp Inc,Product G - Mice,7,78.17,547.19
144,2023-01-04,Digital Dynamics,Product F - Keyboards,9,118.3,1064.7
145,2023-01-04,Digital Solutions,Product G - Mice,2,74.56,149.12
146,2023-01-04,Modern Tech Co,Product G - Mice,9,64.97,584.73
147,2023-01-04,TechCorp Inc,Product H - Speakers,8,135.76,1086.08
148,2023-01-04,Future Systems,Product G - Mice,16,145.03,2320.48
149,2023-01-04,Future Systems,Product D - Headphones,3,109.74,329.22
150,2023-01-04,Global Solutions Ltd,Product D - Headphones,8,253.72,2029.76
151,2023-01-04,Digital Dynamics,Product A - Laptops,15,1138.04,17070.6
152,2023-01-04,Digital Dynamics,Product C - Tablets,3,744.61,2233.83
153,2023-01-04,Prime Technology,Product A - Laptops,10,1098.57,10985.7
154,2023-01-04,Smart Enterprises,Product A - Laptops,2,1169.71,2339.42
155,2023-01-04,Global Solutions Ltd,Product D - Headphones,6,282.36,1694.16
156,2023-01-05,Elite Electronics,Product D - Headphones,2,161.32,322.64
157,2023-01-05,Cyber Innovations,Product F - Keyboards,8,211.98,1695.84
158,2023-01-05,Quantum Tech,Product D - Headphones,6,202.96,1217.76
159,2023-01-05,Innovation Hub,Product F - Keyboards,4,176.88,707.52
160,2023-01-05,Digital Dynamics,Product C - Tablets,4,735.18,2940.72
161,2023-01-05,Modern Tech Co,Product C - Tablets,7,574.12,4018.84
162,2023-01-05,Digital Solutions,Product D - Headphones,10,284.12,2841.2
163,2023-01-05,Modern Tech Co,Product H - Speakers,4,267.03,1068.12
164,2023-01-05,Innovation Hub,Product E - Monitors,2,571.17,1142.34
165,2023-01-05,Prime Technology,Product G - Mice,2,34.85,69.7
166,2023-01-05,Digital Dynamics,Product H - Speakers,5,230.84,1154.2
167,2023-01-05,Global Solutions Ltd,Product D - Headphones,1,153.6,153.6
168,2023-01-05,Smart Enterprises,Product F - Keyboards,5,128.48,642.4
169,2023-01-05,TechCorp Inc,Product B - Smartphones,4,792.66,3170.64
170,2023-01-05,Prime Technology,Product E - Monitors,3,497.95,1493.85
171,2023-01-05,Elite Electronics,Product B - Smartphones,2,745.38,1490.76
172,2023-01-05,Data Wizards,Product G - Mice,14,32.48,454.72
173,2023-01-05,Smart Enterprises,Product D - Headphones,2,124.21,248.42
174,2023-01-05,Prime Technology,Product D - Headphones,2,165.7,331.4
175,2023-01-05,Global Solutions Ltd,Product A - Laptops,8,835.59,6684.72
176,2023-01-05,Future Systems,Product D - Headphones,7,230.01,1610.07
177,2023-01-05,Future Systems,Product B - Smartphones,3,728.17,2184.51
178,2023-01-05,Quantum Tech,Product C - Tablets,7,601.02,4207.14
179,2023-01-05,Smart Enterprises,Product C - Tablets,4,374.06,1496.24
180,2023-01-05,Global Solutions Ltd,Product C - Tablets,3,576.38,1729.14
181,2023-01-05,Innovation Hub,Product A - Laptops,4,872.72,3490.88
182,2023-01-05,Elite Electronics,Product B - Smartphones,3,711.81,2135.43
183,2023-01-05,TechCorp Inc,Product C - Tablets,1,303.44,303.44
184,2023-01-05,Prime Technology,Product E - Monitors,20,519.28,10385.6
185,2023-01-05,Digital Solutions,Product G - Mice,8,57.46,459.68
186,2023-01-05,Modern Tech Co,Product D - Headphones,2,121.16,242.32
187,2023-01-05,Prime Technology,Product B - Smartphones,11,844.82,9293.02
188,2023-01-05,Digital Solutions,Product C - Tablets,4,735.35,2941.4
189,2023-01-05,Digital Solutions,Product D - Headphones,2,89.44,178.88
190,2023-01-05,Modern Tech Co,Product H - Speakers,9,363.94,3275.46
191,2023-01-05,TechCorp Inc,Product B - Smartphones,3,757.71,2273.13
192,2023-01-05,TechCorp Inc,Product H - Speakers,13,376.91,4899.83
193,2023-01-05,Future Systems,Product F - Keyboards,3,312.85,938.55
194,2023-01-05,Digital Solutions,Product B - Smartphones,8,841.72,6733.76
195,2023-01-05,Future Systems,Product A - Laptops,4,1028.64,4114.56
196,2023-01-05,Modern Tech Co,Product B - Smartphones,1,724.41,724.41
197,2023-01-05,Tech Pioneers,Product B - Smartphones,3,692.44,2077.32
198,2023-01-05,Prime Technology,Product F - Keyboards,6,167.22,1003.32
199,2023-01-05,TechCorp Inc,Product E - Monitors,7,676.38,4734.66
200,2023-01-06,Modern Tech Co,Product A - Laptops,2,1133.17,2266.34
201,2023-01-06,Future Systems,Product H - Speakers,6,355.17,2131.02
202,2023-01-06,Quantum Tech,Product E - Monitors,7,668.43,4679.01
203,2023-01-06,Modern Tech Co,Product H - Speakers,7,342.32,2396.24
204,2023-01-06,Modern Tech Co,Product E - Monitors,2,470.18,940.36
205,2023-01-06,Global Solutions Ltd,Product D - Headphones,20,125.97,2519.4
206,2023-01-06,Future Systems,Product A - Laptops,1,1031.51,1031.51
207,2023-01-06,TechCorp Inc,Product C - Tablets,3,598.61,1795.83
208,2023-01-06,Modern Tech Co,Product D - Headphones,8,159.68,1277.44
209,2023-01-06,Prime Technology,Product B - Smartphones,3,799.76,2399.28
210,2023-01-06,Global Solutions Ltd,Product E - Monitors,2,669.99,1339.98
211,2023-01-06,Modern Tech Co,Product F - Keyboards,2,157.4,314.8
212,2023-01-06,TechCorp Inc,Product B - Smartphones,1,683.57,683.57
213,2023-01-06,Digital Dynamics,Product G - Mice,7,42.49,297.43
214,2023-01-06,Digital Solutions,Product F - Keyboards,2,328.84,657.68
215,2023-01-06,Digital Solutions,Product E - Monitors,9,463.52,4171.68
216,2023-01-06,Future Systems,Product F - Keyboards,8,84.41,675.28
217,2023-01-06,Modern Tech Co,Product G - Mice,5,121.19,605.95
218,2023-01-06,Global Solutions Ltd,Product H - Speakers,15,259.71,3895.65
219,2023-01-06,Modern Tech Co,Product F - Keyboards,2,247.3,494.6
220,2023-01-06,Future Systems,Product B - Smartphones,5,715.96,3579.8
221,2023-01-06,Elite Electronics,Product D - Headphones,4,137.33,549.32
222,2023-01-06,Future Systems,Product D - Headphones,5,51.0,255.0
223,2023-01-06,Smart Enterprises,Product B - Smartphones,11,606.54,6671.94
224,2023-01-06,Modern Tech Co,Product E - Monitors,1,491.22,491.22
225,2023-01-06,Future Systems,Product G - Mice,1,100.98,100.98
226,2023-01-06,TechCorp Inc,Product C - Tablets,15,628.05,9420.75
227,2023-01-06,Future Systems,Product D - Headphones,11,77.23,849.53
228,2023-01-06,Modern Tech Co,Product G - Mice,10,69.38,693.8
229,2023-01-06,Innovation Hub,Product D - Headphones,5,74.51,372.55
230,2023-01-06,Innovation Hub,Product F - Keyboards,6,82.19,493.14
231,2023-01-06,Data Wizards,Product F - Keyboards,7,339.05,2373.35
232,2023-01-06,Modern Tech Co,Product E - Monitors,5,610.06,3050.3
233,2023-01-06,Digital Dynamics,Product D - Headphones,2,172.0,344.0
234,2023-01-06,Elite Electronics,Product E - Monitors,14,652.74,9138.36
235,2023-01-06,Elite Electronics,Product A - Laptops,13,876.47,11394.11
236,2023-01-06,Elite Electronics,Product H - Speakers,2,371.73,743.46
237,2023-01-06,Future Systems,Product D - Headphones,5,185.74,928.7
238,2023-01-06,Elite Electronics,Product G - Mice,1,66.66,66.66
239,2023-01-06,Innovation Hub,Product E - Monitors,1,689.67,689.67
240,2023-01-06,Innovation Hub,Product B - Smartphones,10,796.68,7966.8
241,2023-01-07,Digital Dynamics,Product B - Smartphones,4,680.79,2723.16
242,2023-01-07,Modern Tech Co,Product G - Mice,4,93.85,375.4
243,2023-01-07,Modern Tech Co,Product B - Smartphones,7,792.99,5550.93
244,2023-01-07,Modern Tech Co,Product A - Laptops,7,830.39,5812.73
245,2023-01-07,Prime Technology,Product A - Laptops,4,811.46,3245.84
246,2023-01-07,Tech Pioneers,Product D - Headphones,9,196.47,1768.23
247,2023-01-07,Digital Dynamics,Product D - Headphones,4,187.44,749.76
248,2023-01-07,Future Systems,Product C - Tablets,11,398.33,4381.63
249,2023-01-07,TechCorp Inc,Product F - Keyboards,6,307.87,1847.22
250,2023-01-07,Innovation Hub,Product D - Headphones,4,50.8,203.2
251,2023-01-07,Future Systems,Product E - Monitors,7,452.03,3164.21
252,2023-01-07,Innovation Hub,Product G - Mice,12,142.78,1713.36
253,2023-01-07,Smart Enterprises,Product G - Mice,3,33.13,99.39
254,2023-01-07,TechCorp Inc,Product F - Keyboards,6,116.02,696.12
255,2023-01-07,TechCorp Inc,Product A - Laptops,2,995.46,1990.92
256,2023-01-07,Innovation Hub,Product G - Mice,8,89.36,714.88
257,2023-01-07,TechCorp Inc,Product C - Tablets,8,671.07,5368.56
258,2023-01-07,Future Systems,Product G - Mice,1,38.86,38.86
259,2023-01-07,TechCorp Inc,Product B - Smartphones,2,868.61,1737.22
260,2023-01-07,Digital Dynamics,Product E - Monitors,12,433.21,5198.52
261,2023-01-07,Digital Dynamics,Product H - Speakers,1,204.51,204.51
262,2023-01-07,NextGen Systems,Product H - Speakers,4,266.82,1067.28
263,2023-01-07,Innovation Hub,Product H - Speakers,20,272.9,5458.0
264,2023-01-07,Quantum Tech,Product D - Headphones,3,96.96,290.88
265,2023-01-07,Prime Technology,Product C - Tablets,8,565.12,4520.96
266,2023-01-07,Future Systems,Product A - Laptops,4,1003.92,4015.68
267,2023-01-07,Innovation Hub,Product D - Headphones,10,148.8,1488.0
268,2023-01-07,Innovation Hub,Product B - Smartphones,5,874.81,4374.05
269,2023-01-07,NextGen Systems,Product E - Monitors,4,605.85,2423.4
270,2023-01-07,Future Systems,Product D - Headphones,20,142.02,2840.4
271,2023-01-07,Global Solutions Ltd,Product H - Speakers,8,122.66,981.28
272,2023-01-07,Modern Tech Co,Product H - Speakers,7,116.67,816.69
273,2023-01-07,Future Systems,Product D - Headphones,2,168.77,337.54
274,2023-01-07,Modern Tech Co,Product D - Headphones,5,208.3,1041.5
275,2023-01-07,Future Systems,Product G - Mice,14,81.85,1145.9
276,2023-01-07,Modern Tech Co,Product D - Headphones,9,144.82,1303.38
277,2023-01-07,Prime Technology,Product H - Speakers,3,189.65,568.95
278,2023-01-07,Smart Enterprises,Product H - Speakers,1,333.23,333.23
279,2023-01-07,Innovation Hub,Product F - Keyboards,5,112.72,563.6
280,2023-01-07,TechCorp Inc,Product G - Mice,4,36.07,144.28
281,2023-01-07,Digital Solutions,Product D - Headphones,1,208.29,208.29
282,2023-01-07,TechCorp Inc,Product C - Tablets,4,313.99,1255.96
283,2023-01-07,Digital Dynamics,Product H - Speakers,1,226.53,226.53
284,2023-01-07,Digital Dynamics,Product F - Keyboards,3,210.27,630.81
285,2023-01-07,Modern Tech Co,Product D - Headphones,11,166.43,1830.73
286,2023-01-07,Elite Electronics,Product C - Tablets,9,363.97,3275.73
287,2023-01-07,Modern Tech Co,Product E - Monitors,9,495.63,4460.67
288,2023-01-08,Prime Technology,Product H - Speakers,7,213.48,1494.36
289,2023-01-08,Global Solutions Ltd,Product C - Tablets,2,751.66,1503.32
290,2023-01-08,Innovation Hub,Product H - Speakers,2,372.93,745.86
291,2023-01-08,Future Systems,Product C - Tablets,3,612.58,1837.74
292,2023-01-08,Innovation Hub,Product E - Monitors,4,422.25,1689.0
293,2023-01-08,Smart Enterprises,Product G - Mice,4,62.36,249.44
294,2023-01-08,Quantum Tech,Product E - Monitors,1,500.58,500.58
295,2023-01-08,Innovation Hub,Product F - Keyboards,11,127.83,1406.13
296,2023-01-08,NextGen Systems,Product D - Headphones,2,104.37,208.74
297,2023-01-08,Smart Enterprises,Product B - Smartphones,6,863.24,5179.44
298,2023-01-08,TechCorp Inc,Product G - Mice,5,86.69,433.45
299,2023-01-08,Elite Electronics,Product B - Smartphones,4,849.08,3396.32
300,2023-01-08,Digital Solutions,Product G - Mice,1,130.77,130.77
301,2023-01-08,Elite Electronics,Product A - Laptops,2,1146.66,2293.32
302,2023-01-08,Elite Electronics,Product B - Smartphones,3,797.49,2392.47
303,2023-01-08,Future Systems,Product G - Mice,4,103.0,412.0
304,2023-01-08,Prime Technology,Product A - Laptops,2,943.7,1887.4
305,2023-01-08,Future Systems,Product D - Headphones,6,152.36,914.16
306,2023-01-08,NextGen Systems,Product H - Speakers,1,366.67,366.67
307,2023-01-08,Modern Tech Co,Product F - Keyboards,1,192.57,192.57
308,2023-01-08,Digital Dynamics,Product B - Smartphones,5,694.83,3474.15
309,2023-01-08,Global Solutions Ltd,Product A - Laptops,6,1023.76,6142.56
310,2023-01-08,Innovation Hub,Product H - Speakers,8,193.0,1544.0
311,2023-01-08,Innovation Hub,Product A - Laptops,16,974.42,15590.72
312,2023-01-08,Cyber Innovations,Product B - Smartphones,1,792.44,792.44
313,2023-01-08,Cloud Masters,Product H - Speakers,1,249.93,249.93
314,2023-01-08,Future Systems,Product D - Headphones,5,297.12,1485.6
315,2023-01-08,Innovation Hub,Product B - Smartphones,11,787.21,8659.31
316,2023-01-08,Innovation Hub,Product F - Keyboards,1,203.14,203.14
317,2023-01-08,TechCorp Inc,Product C - Tablets,1,500.29,500.29
318,2023-01-08,Modern Tech Co,Product A - Laptops,19,885.94,16832.86
319,2023-01-08,TechCorp Inc,Product C - Tablets,8,491.18,3929.44
320,2023-01-09,Future Systems,Product D - Headphones,9,90.34,813.06
321,2023-01-09,Digital Dynamics,Product G - Mice,3,52.56,157.68
322,2023-01-09,Modern Tech Co,Product C - Tablets,4,637.56,2550.24
323,2023-01-09,TechCorp Inc,Product H - Speakers,12,155.28,1863.36
324,2023-01-09,Future Systems,Product A - Laptops,1,920.23,920.23
325,2023-01-09,Innovation Hub,Product F - Keyboards,7,130.02,910.14
326,2023-01-09,Digital Dynamics,Product A - Laptops,17,1014.61,17248.37
327,2023-01-09,Future Systems,Product E - Monitors,9,548.6,4937.4
328,2023-01-09,Modern Tech Co,Product A - Laptops,6,1053.04,6318.24
329,2023-01-09,TechCorp Inc,Product F - Keyboards,4,259.38,1037.52
330,2023-01-09,NextGen Systems,Product H - Speakers,1,312.78,312.78
331,2023-01-09,TechCorp Inc,Product B - Smartphones,6,732.05,4392.3
332,2023-01-09,Global Solutions Ltd,Product B - Smartphones,1,793.17,793.17
333,2023-01-09,Global Solutions Ltd,Product A - Laptops,1,1139.48,1139.48
334,2023-01-09,Innovation Hub,Product B - Smartphones,17,656.12,11154.04
335,2023-01-09,Innovation Hub,Product F - Keyboards,3,148.3,444.9
336,2023-01-09,Innovation Hub,Product B - Smartphones,14,671.08,9395.12
337,2023-01-09,Modern Tech Co,Product A - Laptops,3,817.67,2453.01
338,2023-01-09,Digital Dynamics,Product A - Laptops,6,967.35,5804.1
339,2023-01-09,Smart Enterprises,Product B - Smartphones,5,732.78,3663.9
340,2023-01-09,Modern Tech Co,Product G - Mice,4,122.13,488.52
341,2023-01-09,Future Systems,Product D - Headphones,2,285.31,570.62
342,2023-01-09,Prime Technology,Product F - Keyboards,3,288.43,865.29
343,2023-01-09,Digital Dynamics,Product C - Tablets,7,748.56,5239.92
344,2023-01-09,Digital Solutions,Product D - Headphones,4,293.81,1175.24
345,2023-01-09,Digital Dynamics,Product E - Monitors,11,649.28,7142.08
346,2023-01-09,Future Systems,Product B - Smartphones,3,646.9,1940.7
347,2023-01-09,Innovation Hub,Product G - Mice,6,82.57,495.42
348,2023-01-09,TechCorp Inc,Product H - Speakers,2,347.36,694.72
349,2023-01-09,Future Systems,Product G - Mice,5,33.27,166.35
350,2023-01-09,Innovation Hub,Product E - Monitors,1,451.89,451.89
351,2023-01-09,Elite Electronics,Product H - Speakers,3,296.66,889.98
352,2023-01-09,Cloud Masters,Product E - Monitors,19,680.61,12931.59
353,2023-01-09,Future Systems,Product H - Speakers,5,122.53,612.65
354,2023-01-09,TechCorp Inc,Product C - Tablets,1,372.55,372.55
355,2023-01-10,Global Solutions Ltd,Product A - Laptops,4,1143.51,4574.04
356,2023-01-10,Modern Tech Co,Product G - Mice,10,129.74,1297.4
357,2023-01-10,Innovation Hub,Product D - Headphones,13,295.08,3836.04
358,2023-01-10,Smart Enterprises,Product H - Speakers,9,209.16,1882.44
359,2023-01-10,Global Solutions Ltd,Product C - Tablets,6,366.7,2200.2
360,2023-01-10,Quantum Tech,Product F - Keyboards,4,201.92,807.68
361,2023-01-10,Digital Dynamics,Product A - Laptops,3,1070.95,3212.85
362,2023-01-10,Future Systems,Product D - Headphones,7,63.14,441.98
363,2023-01-10,Elite Electronics,Product F - Keyboards,3,239.01,717.03
364,2023-01-10,Innovation Hub,Product B - Smartphones,5,694.76,3473.8
365,2023-01-10,Digital Dynamics,Product G - Mice,8,112.89,903.12
366,2023-01-10,Innovation Hub,Product G - Mice,1,105.84,105.84
367,2023-01-10,Innovation Hub,Product F - Keyboards,5,200.35,1001.75
368,2023-01-10,Innovation Hub,Product A - Laptops,4,1118.58,4474.32
369,2023-01-10,TechCorp Inc,Product D - Headphones,3,295.2,885.6
370,2023-01-10,Digital Solutions,Product A - Laptops,1,814.41,814.41
371,2023-01-10,Digital Dynamics,Product E - Monitors,16,508.44,8135.04
372,2023-01-10,TechCorp Inc,Product E - Monitors,1,488.34,488.34
373,2023-01-10,Digital Dynamics,Product A - Laptops,3,845.8,2537.4
374,2023-01-10,Future Systems,Product H - Speakers,17,261.53,4446.01
375,2023-01-10,Innovation Hub,Product G - Mice,3,78.07,234.21
